raw_text,aspectTerms
The course material often feels outdated and could use a refresh.,"[{'term': 'None', 'polarity': 'negative'}]"
The course material often feels outdated and could use a refresh.,"[{'term': 'None', 'polarity': 'neutral'}]"
The course material often feels outdated and could use a refresh.,"[{'term': 'None', 'polarity': 'neutral'}]"
I appreciate the structured schedule and how the teacher sticks to it.,"[{'term': 'None', 'polarity': 'neutral'}]"
I appreciate the structured schedule and how the teacher sticks to it.,"[{'term': 'None', 'polarity': 'neutral'}]"
I appreciate the structured schedule and how the teacher sticks to it.,"[{'term': 'None', 'polarity': 'positive'}]"
I appreciate the structured schedule and how the teacher sticks to it.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very knowledgeable and engaging.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very knowledgeable and engaging.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very knowledgeable and engaging.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very knowledgeable and engaging.,"[{'term': 'None', 'polarity': 'positive'}]"
"While the content was useful, the instructor's strictness made it hard to ask questions.","[{'term': 'None', 'polarity': 'negative'}]"
"While the content was useful, the instructor's strictness made it hard to ask questions.","[{'term': 'None', 'polarity': 'positive'}]"
"While the content was useful, the instructor's strictness made it hard to ask questions.","[{'term': 'None', 'polarity': 'neutral'}]"
"While the content was useful, the instructor's strictness made it hard to ask questions.","[{'term': 'None', 'polarity': 'positive'}]"
"The course was well-organized, but sometimes it felt a bit too fast-paced.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course was well-organized, but sometimes it felt a bit too fast-paced.","[{'term': 'None', 'polarity': 'positive'}]"
"The course was well-organized, but sometimes it felt a bit too fast-paced.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course was well-organized, but sometimes it felt a bit too fast-paced.","[{'term': 'None', 'polarity': 'negative'}]"
The instructor is very supportive and always provides helpful feedback on our assignments.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very supportive and always provides helpful feedback on our assignments.,"[{'term': 'None', 'polarity': 'neutral'}]"
The instructor is very supportive and always provides helpful feedback on our assignments.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very supportive and always provides helpful feedback on our assignments.,"[{'term': 'None', 'polarity': 'negative'}]"
"While the course material is engaging and well-structured, I feel overwhelmed by the number of projects assigned.","[{'term': 'None', 'polarity': 'neutral'}]"
"While the course material is engaging and well-structured, I feel overwhelmed by the number of projects assigned.","[{'term': 'None', 'polarity': 'positive'}]"
"While the course material is engaging and well-structured, I feel overwhelmed by the number of projects assigned.","[{'term': 'None', 'polarity': 'neutral'}]"
"While the course material is engaging and well-structured, I feel overwhelmed by the number of projects assigned.","[{'term': 'None', 'polarity': 'negative'}]"
"I think the assignments are interesting, but sometimes they seem to distract us from studying for exams.","[{'term': 'None', 'polarity': 'neutral'}]"
"I think the assignments are interesting, but sometimes they seem to distract us from studying for exams.","[{'term': 'None', 'polarity': 'positive'}]"
"I think the assignments are interesting, but sometimes they seem to distract us from studying for exams.","[{'term': 'None', 'polarity': 'negative'}]"
"I think the assignments are interesting, but sometimes they seem to distract us from studying for exams.","[{'term': 'None', 'polarity': 'negative'}]"
"The instructor's teaching style is engaging, but sometimes the content feels rushed during class.","[{'term': 'None', 'polarity': 'positive'}]"
"The instructor's teaching style is engaging, but sometimes the content feels rushed during class.","[{'term': 'None', 'polarity': 'negative'}]"
"The instructor's teaching style is engaging, but sometimes the content feels rushed during class.","[{'term': 'None', 'polarity': 'neutral'}]"
"The instructor's teaching style is engaging, but sometimes the content feels rushed during class.","[{'term': 'None', 'polarity': 'negative'}]"
"Having separate classes for each section allows for better focus and understanding of the material, and the instructor is supportive in answering questions.","[{'term': 'None', 'polarity': 'positive'}]"
"Having separate classes for each section allows for better focus and understanding of the material, and the instructor is supportive in answering questions.","[{'term': 'None', 'polarity': 'positive'}]"
"Having separate classes for each section allows for better focus and understanding of the material, and the instructor is supportive in answering questions.","[{'term': 'None', 'polarity': 'neutral'}]"
"Having separate classes for each section allows for better focus and understanding of the material, and the instructor is supportive in answering questions.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course content is relevant and interesting, but the organization in class leaves much to be desired.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course content is relevant and interesting, but the organization in class leaves much to be desired.","[{'term': 'None', 'polarity': 'positive'}]"
"The course content is relevant and interesting, but the organization in class leaves much to be desired.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course content is relevant and interesting, but the organization in class leaves much to be desired.","[{'term': 'None', 'polarity': 'negative'}]"
"I think the instructor is knowledgeable, but sometimes the explanations can be too complex for beginners.","[{'term': 'None', 'polarity': 'positive'}]"
"I think the instructor is knowledgeable, but sometimes the explanations can be too complex for beginners.","[{'term': 'None', 'polarity': 'negative'}]"
"I think the instructor is knowledgeable, but sometimes the explanations can be too complex for beginners.","[{'term': 'None', 'polarity': 'neutral'}]"
"I think the instructor is knowledgeable, but sometimes the explanations can be too complex for beginners.","[{'term': 'None', 'polarity': 'neutral'}]"
"The content is really relevant to my future career, but I feel that the instructor could do a better job of managing our time during lectures.","[{'term': 'None', 'polarity': 'negative'}]"
"The content is really relevant to my future career, but I feel that the instructor could do a better job of managing our time during lectures.","[{'term': 'None', 'polarity': 'positive'}]"
"The content is really relevant to my future career, but I feel that the instructor could do a better job of managing our time during lectures.","[{'term': 'None', 'polarity': 'neutral'}]"
"The content is really relevant to my future career, but I feel that the instructor could do a better job of managing our time during lectures.","[{'term': 'None', 'polarity': 'negative'}]"
"I feel inspired by how the instructor encourages us to explore new technologies, even though the course material can be a bit overwhelming at times.","[{'term': 'None', 'polarity': 'positive'}]"
"I feel inspired by how the instructor encourages us to explore new technologies, even though the course material can be a bit overwhelming at times.","[{'term': 'None', 'polarity': 'negative'}]"
