raw_text,aspectTerms
Please slow down a little bit. I mostly can't catch up with taking the note.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"During my contact with [instructor], I could realize that [instructor] is a very efficient academic. [instructor] knowledge and experience is certainly extensive","[{'term': 'instructor', 'polarity': 'positive'}]"
Too much work and why you assign project before final.,"[{'term': 'organization', 'polarity': 'negative'}]"
Quiz too much,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Thank you so much for having [instructor] as our advisor. [instructor] is really nice mentor. [instructor] gave us lots of effective and on-point comments so that we can understand and improve ourselves in a not-too-stress atmosphere. Appreciated it so much, thank you.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like to have various assignments in [System] or [Sytem].,"[{'term': 'instructor', 'polarity': 'neutral'}]"
please have more flexibility about hybrid classes (online+onsite),"[{'term': 'organization', 'polarity': 'negative'}]"
"Will be even better if thereoutline in the work sectionSo that students will focus on the topic that the course needs moreBut if in order to think, study, research, find the necessary information by yourself, now is ok","[{'term': 'content quality', 'polarity': 'neutral'}]"
The teaching is done on time but never works in the period.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
This course is good. The children should study.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Illustrated about examination,"[{'term': 'organization', 'polarity': 'negative'}]"
"Very great, you made this class more enjoyable.","[{'term': 'instructor', 'polarity': 'positive'}]"
"It would be great if we can get more information about the project description. such as score criteria, project requirements, project limitations","[{'term': 'organization', 'polarity': 'negative'}]"
"Reduce homework, give more time to do quiz.","[{'term': 'organization', 'polarity': 'negative'}]"
"He's a good teacher. I see my change, thank you kubb!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I would like the instructor to understand that the method of learning which [instructor] teach is not give student enough understanding for most of student in the class. Even thought some student can implement the project as the requirement, it is because he/she have to seek more knowledge outside the class as instructor may have to consider why most of the student in the class cannot reach the requirement of the project, why they cannot delivered the project which using only the knowledge they learned in the class should be enough. As a result, I would love to let the instructor and faculty know that [instructor] is a kind, good person, and [instructor] can give a good advise with a good intention, but sometime it required morethan that to make the good class.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Thank you so much for having [instructor] as our advisor. [instructor] is really nice mentor. [instructor] gave us lots of effective and on-point comments so that we can understand and improve ourselves in a not-too-stress atmosphere. Appreciated it so much, thank you.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Teach more than time, work during the exam, a lot","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that all groups should use the [system] system for assignment submission. Every time I want to check or submit my tasks, I am unsure which one to choose.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Giving assignments every week and group projects almost every week is too excessive, there is too much workload and those assignments are not really helpful for studying the course in my opinion. The group report may be a bit too harsh on minimum pages when there are not enough requirements on what content should be in report.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Like in the entry of the work of the instructorThe teacher uses a variety of boring tones and teaching.Makes me feel that this course is worth studyingAs well as allowing students to participate in the opinion or have reaction,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Sometimes I didn't catch the content if you went too fast.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Quiz is checking the name.And give a little time,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Projects are challenging, it will be more enjoyable if we have more time to do it. Regretted not doing the coding for assignment","[{'term': 'content quality', 'polarity': 'neutral'}]"
I really like how [instructor] listens to [instructor] students and adaptable,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Love the way you teach us, I appreciate it!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"[instructor] sound doesn't clear, often hard to listen to.","[{'term': 'motivation', 'polarity': 'neutral'}]"
maybe he is good in teaching in Thai language morethan explains things in english.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Everything is great, but the midterm exam is quite hard lol, maybe I have to try harder to understand it.","[{'term': 'organization', 'polarity': 'negative'}]"
Arrange extra class,"[{'term': 'organization', 'polarity': 'negative'}]"
